id,name,location,background,incomeLevel,personalityType,tier,isGraduate,avatarUrl
263,"Carla A.","Memphis, TN","school counselor","$4.9K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w31ru007sxym9fh0oheuk.png"
264,"Donna T.","Baton Rouge, LA","EMT","$7.2K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w31wt007txym9zix9gwhc.png"
265,"Carla T.","Long Beach, CA","stay-at-home mom","$5.2K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w321s007uxym9qtnbtnve.png"
266,"Dawn K.","Raleigh, NC","personal trainer","$7.2K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w326s007vxym91zmqpqz2.png"
267,"Carolyn F.","Las Vegas, NV","esthetician","$11.2K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w32bp007wxym949i6f2iz.png"
268,"Paula W.","Anchorage, AK","massage therapist","$6.4K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w32gp007xxym9u1ip7iak.png"
269,"Stephanie L.","Fresno, CA","psychologist","$4.1K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w32lp007yxym9gdq9ssz9.png"
270,"Evelyn S.","Fort Worth, TX","military spouse","$5.2K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w32qn007zxym9c01obicz.png"
271,"Betty H.","Cleveland, OH","pilates instructor","$4.2K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w32vr0080xym90xeipl8z.png"
272,"Tanya F.","Shreveport, LA","mom","$7.8K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w330r0081xym9kt5kfams.png"
273,"Sandra S.","Louisville, KY","counselor","$4.3K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w335q0082xym963spewjh.png"
274,"Barbara C.","Knoxville, TN","counselor","$9.5K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w33fs0084xym90zlimw8w.png"
275,"Stephanie K.","Tacoma, WA","HR","$12.1K/mo","buyer",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w33kq0085xym9qrwhljwo.png"
276,"Crystal M.","Cleveland, OH","yoga instructor","$6.1K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w33pq0086xym93s56n4to.png"
277,"Crystal F.","Minneapolis, MN","pilates instructor","$6.9K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w33uq0087xym979vo9qtk.png"
278,"Deborah G.","Cincinnati, OH","educator","$6.4K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w33zn0088xym9yi6sdtyx.png"
279,"Susan H.","Houston, TX","pharmacist","$11.5K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w344m0089xym9duslxag6.png"
280,"Kimberly B.","Bakersfield, CA","educator","$12.4K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w349k008axym9nrbu4pge.png"
281,"Virginia R.","Durham, NC","military spouse","$4.7K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w34ei008bxym99rkbh2ou.png"
282,"Mary T.","Charleston, SC","esthetician","$6.5K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w34jh008cxym9zi4tx4j8.png"
283,"Gloria E.","Little Rock, AR","psychologist","$6.9K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w34oj008dxym9o4zskfk8.png"
284,"Catherine M.","Tucson, AZ","personal trainer","$8.9K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w34ti008exym952z73jyz.png"
285,"Christine J.","Seattle, WA","educator","$5.7K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w34yh008fxym90o67nw58.png"
286,"Lisa S.","Kansas City, MO","HR","$4.7K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w353f008gxym9xy4mm43g.png"
287,"Amy H.","Louisville, KY","CNA","$6.7K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w358e008hxym9fxh6uwed.png"
288,"Patricia R.","Madison, WI","counselor","$5.1K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w35db008ixym9vxb0ongu.png"
289,"Cynthia P.","Sacramento, CA","engineer","$7.1K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w35ib008jxym9x8bqkkt9.png"
290,"Michelle R.","Chesapeake, VA","mom","$7.9K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w35nb008kxym9hc9r2t6k.png"
291,"Karen R.","Grand Rapids, MI","massage therapist","$8.9K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w35sa008lxym9cyzdppip.png"
292,"Sharon H.","Baltimore, MD","lab tech","$4.8K/mo","buyer",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w35x8008mxym9p2cn80qm.png"
293,"Donna P.","Virginia Beach, VA","social worker","$6.9K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w3676008oxym9ac7a4raz.png"
294,"Jean B.","Memphis, TN","realtor","$7.6K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w36c4008pxym9k0qo0vni.png"
295,"Carol A.","Spokane, WA","research scientist","$5.2K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w36h3008qxym9raufqotw.png"
296,"Karen P.","Charlotte, NC","chiropractor","$10.6K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w36m1008rxym9x7kkkxc0.png"
297,"Dorothy G.","Baton Rouge, LA","school counselor","$5.5K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w36qz008sxym9lyyuvnzd.png"
298,"Elizabeth G.","Irvine, CA","nutritionist","$8.7K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w36vy008txym9jmy06lmi.png"
299,"Cynthia B.","Madison, WI","pilates instructor","$8.9K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w370v008uxym9x7qurfhb.png"
300,"Ashley A.","Phoenix, AZ","professor","$9.7K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w375u008vxym99xf2dctj.png"
301,"Gina A.","St. Louis, MO","dietitian","$6.5K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37as008wxym9j7rmg061.png"
302,"Tanya N.","Dallas, TX","massage therapist","$9.8K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37fq008xxym99rpfc7fg.png"
303,"Mary W.","Boston, MA","pharmacist","$9.1K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37kq008yxym95759th4z.png"
304,"Sherry C.","Baltimore, MD","marketing","$4.5K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37pp008zxym92lekbqyg.png"
305,"Laura N.","Lexington, KY","stay-at-home mom","$8.7K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37uq0090xym9pcjthlda.png"
306,"Jennifer D.","Columbus, OH","engineer","$4.1K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w37zq0091xym90xnqafwn.png"
307,"Cynthia T.","Reno, NV","empty nester","$9.5K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w384q0092xym98vmlju2h.png"
308,"Ann D.","Las Vegas, NV","psychologist","$8.5K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmk8w389p0093xym9x468re2y.png"
309,"Teresa G.","Tampa, FL","massage therapist","$7.2K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt3yk0001qem9xhsy0n37.png"
310,"Wendy J.","Milwaukee, WI","tech","$8.7K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt43j0002qem99yx990qz.png"
311,"Paula K.","Little Rock, AR","military spouse","$6.8K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt48i0003qem9absh2fr4.png"
312,"Sharon D.","Indianapolis, IN","CNA","$12.4K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt4dk0004qem9st9i2ri4.png"
313,"Betty M.","Tucson, AZ","mom","$7.1K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt4ij0005qem9ppgwjqfl.png"
314,"Jessica G.","Riverside, CA","healthcare admin","$7.4K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt4nk0006qem9qpqhwu6j.png"
315,"Carol K.","Lubbock, TX","pharmacist","$9.5K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt4sk0007qem9ik1mhrt5.png"
316,"Nicole L.","Fresno, CA","EMT","$6.2K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt4xk0008qem9z80gtx3q.png"
317,"Angela W.","Dallas, TX","dental hygienist","$10.2K/mo","questioner",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt52i0009qem94rupj3ds.png"
318,"Mary H.","Laredo, TX","mom","$8.9K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt57h000aqem9grc2o006.png"
319,"Deborah D.","Little Rock, AR","marketing","$5.1K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt5he000cqem9shdvm3p3.png"
320,"Kristin K.","Baltimore, MD","dental hygienist","$4.9K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt5me000dqem9xhn9qoe3.png"
321,"Elizabeth T.","Newark, NJ","nurse","$5.2K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt5wa000fqem9sy3csgh6.png"
322,"Frances S.","San Diego, CA","engineer","$4.7K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt61c000gqem9ih1ioimm.png"
323,"Amanda G.","Charleston, SC","pilates instructor","$7.8K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6b9000iqem9mjitozzb.png"
324,"Tanya H.","Salt Lake City, UT","fitness trainer","$9.5K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6g7000jqem9p5zzbel5.png"
325,"Stephanie S.","Scottsdale, AZ","dietitian","$9.5K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6l5000kqem9a12yodq4.png"
326,"Catherine S.","Worcester, MA","realtor","$4.7K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6q4000lqem9up5s3zhk.png"
327,"Martha M.","Phoenix, AZ","military spouse","$10.8K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6v3000mqem9oqmx4hdg.png"
328,"Mary P.","Pittsburgh, PA","school counselor","$4.8K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt6zy000nqem91zql3j1l.png"
329,"Monica P.","Tacoma, WA","engineer","$5.6K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt74u000oqem9hcw486kq.png"
330,"Tanya S.","Miami, FL","school counselor","$7.2K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt79t000pqem986vj97n8.png"
331,"Gina H.","Houston, TX","nutritionist","$11.1K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt7gk000qqem9j76q6dlk.png"
332,"Brenda C.","Albuquerque, NM","NP","$6.4K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt7qc000sqem9acjwuvu4.png"
333,"Nancy J.","Baton Rouge, LA","psychologist","$6.7K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt7vs000tqem9qv858r4j.png"
334,"Gloria T.","Indianapolis, IN","grandma","$6.2K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt89k000vqem9ps1jm47i.png"
335,"Heather B.","Fresno, CA","pilates instructor","$4.8K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt8ek000wqem9fbzpsxin.png"
336,"Ann S.","Bakersfield, CA","healthcare admin","$9.7K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt8jh000xqem9si5lmg34.png"
337,"Angela T.","Columbus, OH","CNA","$4.9K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt8of000yqem9h3aiddlj.png"
338,"Diana N.","Salt Lake City, UT","HR","$9.5K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt8tf000zqem9hu0wjqd3.png"
339,"Shannon N.","Nashville, TN","research scientist","$11.1K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt8ya0010qem9qirmnpk9.png"
340,"Gina K.","Madison, WI","yoga instructor","$7.4K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt9390011qem9n5ky3qdd.png"
341,"Denise G.","Providence, RI","fitness trainer","$5.6K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt9860012qem9t1dqsyoo.png"
342,"Julie H.","Tulsa, OK","dietitian","$5.9K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt9d30013qem9lsczban1.png"
343,"Carolyn A.","Tampa, FL","lab tech","$8.7K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt9rs0016qem9ca2mjuik.png"
344,"Tanya D.","Oklahoma City, OK","counselor","$7.5K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmt9wp0017qem9dv70itzu.png"
345,"Jennifer T.","Modesto, CA","CNA","$7.5K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmta1m0018qem9sx9mq9do.png"
346,"Gloria K.","Louisville, KY","mom","$13.2K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmta6i0019qem9t7c7xmrc.png"
347,"Melissa G.","Long Beach, CA","CNA","$12.4K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtabe001aqem9tneje8fx.png"
348,"Shannon C.","Minneapolis, MN","healthcare admin","$10.8K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtagr001bqem9kqzxk307.png"
349,"Kimberly T.","Albuquerque, NM","HR","$5.5K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtaoo001cqem9oz9dhwxx.png"
350,"Danielle R.","Reno, NV","CNA","$7.1K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtato001dqem9jmrqoif4.png"
351,"Janet W.","Indianapolis, IN","mom","$5.6K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtaym001eqem9jo2wu21z.png"
352,"Catherine F.","Pittsburgh, PA","personal trainer","$5.9K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtb3n001fqem9xjvfh12m.png"
353,"Lisa B.","Tampa, FL","dental hygienist","$5.4K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtbdp001hqem99hlx25v7.png"
354,"Amy R.","Memphis, TN","military spouse","$10.6K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtbim001iqem96f1uv6sc.png"
355,"Betty C.","Chicago, IL","yoga instructor","$4.2K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtbnk001jqem9on2x66o5.png"
356,"Amy M.","Irvine, CA","lab tech","$9.5K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtbse001kqem9fovkc6sx.png"
357,"Virginia D.","Sacramento, CA","personal trainer","$5.9K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtbxc001lqem9brrckaeu.png"
358,"Ann N.","Miami, FL","chiropractor","$4.6K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtc27001mqem9g0odub4c.png"
359,"Dorothy F.","Long Beach, CA","NP","$5.4K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtc71001nqem9jytgjqe0.png"
360,"Virginia B.","Chandler, AZ","personal trainer","$8.7K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtcby001oqem91tfhcqtp.png"
361,"Crystal E.","Atlanta, GA","realtor","$7.8K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtcmh001qqem9zw03jy3h.png"
362,"Ashley K.","Fort Worth, TX","school counselor","$9.4K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtcrm001rqem9qs1yb07f.png"
363,"Deborah N.","Portland, OR","NP","$13.2K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtcwg001sqem9rjl90719.png"
364,"Jill G.","Pittsburgh, PA","mom","$6.7K/mo","buyer",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtd1j001tqem9or5qx9ov.png"
365,"Margaret F.","Jacksonville, FL","healthcare admin","$7.4K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtd6i001uqem99xhx477m.png"
366,"Tracy S.","Tacoma, WA","corporate","$10.2K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtdbf001vqem95ydxzv8j.png"
367,"Diana E.","Birmingham, AL","CNA","$4.9K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtdge001wqem9tbs76gkx.png"
368,"Angela B.","Boise, ID","NP","$6.9K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtdlc001xqem9slxxzbla.png"
369,"Rachel E.","Fresno, CA","fitness trainer","$8.2K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtdqa001yqem9gf1gcn8j.png"
370,"Shannon B.","Honolulu, HI","psychologist","$12.1K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtdv8001zqem93ghr3dmu.png"
371,"Joyce P.","Tacoma, WA","professor","$8.7K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmte090020qem9nwc6e554.png"
372,"Virginia K.","Atlanta, GA","medical assistant","$8.1K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtef00023qem97ue4r9aj.png"
373,"Shannon J.","Bakersfield, CA","military spouse","$10.6K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtekh0024qem9h8q1nn1k.png"
374,"Mary G.","Laredo, TX","NP","$7.1K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmteq80025qem94ft2upiv.png"
375,"Diane F.","Jacksonville, FL","single mom","$4.8K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtewq0026qem93wri1igq.png"
376,"Melissa D.","Milwaukee, WI","admin","$5.6K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtf1w0027qem9uzkzirtq.png"
377,"Rachel K.","San Diego, CA","massage therapist","$8.9K/mo","buyer",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtf6r0028qem9tcc9yv6x.png"
378,"Tina N.","Memphis, TN","dietitian","$4.7K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtfbn0029qem9iowqm1a8.png"
379,"Amanda A.","Columbus, OH","corporate","$4.7K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtflh002bqem98v4cakh8.png"
380,"Frances G.","Virginia Beach, VA","yoga instructor","$11.5K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtfqd002cqem9opoab8x8.png"
381,"Virginia N.","Baton Rouge, LA","yoga instructor","$10.2K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtfvd002dqem9ax2ytakd.png"
382,"Ashley G.","Chicago, IL","physical therapist","$5.7K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtg0a002eqem9um18dk96.png"
383,"Barbara T.","Scottsdale, AZ","esthetician","$13.2K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtga4002gqem9s4wxjubo.png"
384,"Janet G.","Baltimore, MD","realtor","$8.5K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtgf2002hqem9dtxkpe5u.png"
385,"Tanya C.","Worcester, MA","chiropractor","$6.8K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtgov002jqem98ad4hbzx.png"
386,"Kristin C.","Salt Lake City, UT","CNA","$8.9K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtgtr002kqem9n0qzxv7l.png"
387,"Carla W.","Providence, RI","lab tech","$10.8K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtgyo002lqem9gfd6vnyj.png"
388,"Cheryl R.","Charleston, SC","marketing","$7.9K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmth3m002mqem9vuo10z4t.png"
389,"Nancy S.","Durham, NC","massage therapist","$7.5K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmth8v002nqem9pcnzs4al.png"
390,"Kimberly S.","Madison, WI","professor","$6.8K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmthnm002qqem9e8yy9n2h.png"
391,"Nicole M.","Tacoma, WA","social worker","$9.8K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmthsl002rqem9bv006019.png"
392,"Maria S.","Birmingham, AL","empty nester","$4.8K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmthxi002sqem9t3pnq1j2.png"
393,"Dana G.","Riverside, CA","nutritionist","$10.6K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmti2d002tqem90pfp20km.png"
